id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
264,a,,,5.5,183,112,0,0,0,0,0.3,296,97,0,0,1.8,308,134,0,0,0.0,442,163,0.0,7.6,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.13,0.18,0.31,1.11,0.0,282,130,0.0,114,81,0.0,150,81,0.0,207,104,2.0,,,1,,Oscar,Bobb,Bobb,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.35,1.14,0.96,6.64,0,0,0
265,a,,,5.0,260,159,0,0,0,0,0.4,273,88,0,0,2.6,222,85,0,0,0.0,237,46,0.0,18.2,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.05,0.05,0.1,1.34,0.0,137,50,0.0,92,67,0.0,227,122,0.0,148,77,,,,1,,Sander,Berge,Berge,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.25,1.39,1.05,8.68,0,0,0
266,i,0.0,,5.0,225,140,0,0,0,0,0.0,571,245,0,0,1.7,313,136,0,0,0.0,202,27,0.0,8.2,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.14,0.1,0.24,1.39,0.0,273,126,0.0,174,116,0.0,265,141,0.0,268,130,,,,1,,Tom,Cairney,Cairney,Knee injury - Expected back 10 Oct,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.24,1.19,0.71,7.26,0,0,0
268,a,,,5.5,215,136,0,0,0,0,0.2,385,143,0,0,2.0,289,123,0,0,0.0,474,187,0.0,11.5,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.17,0.05,0.22,1.32,0.0,245,110,0.0,170,112,0.0,82,50,0.0,190,95,,,,1,,Josh,King,King,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.35,1.26,1.05,7.47,0,0,0
269,a,,,4.5,420,91,0,0,0,0,0.4,272,100,0,0,3.5,98,38,0,0,0.0,98,63,0.0,21.1,0,0,0,0,0,1.7,,0.0,0.0,0.0,0.0,0.08,0.09,0.17,1.3,0.0,147,60,0.0,150,36,0.0,133,26,0.0,155,52,,,,1,,Ryan,Sessegnon,Sessegnon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.3,1.44,0.99,10.8,0,0,0
270,a,,,4.5,413,239,0,0,0,0,1.2,177,59,0,0,2.1,273,117,0,0,0.0,91,3,0.0,3.3,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.13,0.46,0.59,3.47,0.0,342,157,0.0,293,157,0.0,325,166,0.0,338,158,,,,1,,Harrison,Reed,Reed,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,4.04,1.01,6.07,0,0,0
271,a,,,5.5,150,36,0,0,0,0,0.6,238,40,0,0,1.7,317,33,0,0,0.0,409,32,0.0,6.5,0,0,0,0,0,1.8,,0.0,0.0,0.0,0.0,0.3,0.01,0.31,1.26,0.0,299,33,0.0,242,25,0.0,103,24,0.0,253,31,,,,1,,Rodrigo,Muniz Carvalho,Muniz,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.27,1.19,0.91,4.74,0,0,0
272,a,,,4.5,519,70,0,0,0,0,7.2,58,9,0,0,0.9,393,47,0,0,0.0,197,12,0.0,1.3,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.13,0.13,2.02,0.0,383,43,0.0,334,42,0.0,331,43,0.0,371,43,,,,1,,Jonah,Kusi-Asare,Kusi-Asare,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,3.67,0.0,9.18,0,0,0
569,a,,,6.0,104,26,0,0,0,0,2.0,132,18,0,0,0.0,584,68,0,0,0.0,531,57,0.0,0.0,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584,68,0.0,584,68,0.0,584,68,0.0,584,68,,,1.0,1,,Gonzalo,García,Gonzalo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
570,a,,,5.5,213,135,0,0,0,0,0.2,378,140,0,0,0.0,579,253,0,0,0.0,472,186,0.0,0.0,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,253,0.0,579,253,0.0,578,253,0.0,579,253,,,,1,,César,Palacios,Palacios,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
580,a,,,5.0,313,185,0,0,0,0,0.1,443,179,0,0,0.0,528,218,0,0,0.0,290,72,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,218,0.0,526,218,0.0,523,217,0.0,528,218,,,,1,,Shea,Charles,Charles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
277,a,,,4.0,531,148,0,0,0,0,1.8,135,56,0,0,0.0,407,136,0,0,0.0,9,3,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,135,0.0,385,134,0.0,366,130,0.0,403,135,,,,1,,John,Egan,Egan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
278,i,0.0,,4.0,572,177,0,0,0,0,0.3,302,112,0,0,0.0,443,161,0,0,0.0,50,32,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,161,0.0,423,160,0.0,404,156,0.0,440,161,,,,1,,Charlie,Hughes,Hughes,Groin injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
279,a,,,4.0,534,150,0,0,0,0,0.9,199,72,0,0,0.0,409,137,0,0,0.0,12,5,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,136,0.0,387,135,0.0,368,131,0.0,405,136,,,,1,,Semi,Ajayi,Ajayi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
280,a,,,4.0,544,157,0,0,0,0,0.7,229,86,0,0,0.0,417,143,0,0,0.0,22,12,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,142,0.0,396,141,0.0,377,137,0.0,413,142,,,,1,,Lewie,Coyle,Coyle,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
281,i,0.0,,4.0,555,165,0,0,0,0,0.0,542,184,0,0,0.0,427,150,0,0,0.0,33,20,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,149,0.0,406,148,0.0,387,144,0.0,423,149,,,,1,,Cody,Drameh,Drameh,Hamstring injury - Expected back 29 Aug,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
282,a,,,4.0,552,164,0,0,0,0,0.8,213,80,0,0,0.0,424,149,0,0,0.0,30,19,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,148,0.0,403,147,0.0,384,143,0.0,420,148,1.0,1.0,,1,,Ryan,Giles,Giles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
283,d,75.0,,4.0,559,167,0,0,0,0,0.0,546,186,0,0,0.0,431,152,0,0,0.0,37,22,0.0,0.0,0,0,0,0,0,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,151,0.0,410,150,0.0,391,146,0.0,427,151,,,,1,,Matty,Jacob,Jacob,Hip injury - 75% chance of playing,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
284,a,,,4.0,592,195,0,0,0,0,0.1,438,151,0,0,0.0,456,172,0,0,0.0,70,50,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,172,0.0,437,172,0.0,420,170,0.0,453,172,,,,1,,Cathal,McCarthy,McCarthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
285,a,,,4.0,536,151,0,0,0,0,0.1,427,148,0,0,0.0,410,138,0,0,0.0,14,6,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,137,0.0,389,136,0.0,370,132,0.0,406,137,,,,1,,Paddy,McNair,McNair,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
286,a,,,5.0,363,215,0,0,0,0,0.5,267,86,0,0,0.0,546,230,0,0,0.0,340,102,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546,230,0.0,546,230,0.0,543,229,0.0,546,230,3.0,2.0,,1,,Mohamed,Belloumi,Belloumi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
287,a,,,5.0,287,172,0,0,0,0,0.1,455,185,0,0,0.0,518,211,0,0,0.0,264,59,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,211,0.0,514,211,0.0,511,210,0.0,518,211,,,,1,,Liam,Millar,Millar,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
288,a,,,4.5,418,240,0,0,0,0,0.4,275,90,0,0,0.0,465,190,0,0,0.0,96,4,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460,187,0.0,450,189,0.0,433,183,0.0,462,188,,,,1,,Kieran,Dowell,Dowell,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
289,a,,,4.5,401,237,0,0,0,0,0.6,234,78,0,0,0.0,459,189,0,0,0.0,79,1,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,186,0.0,443,188,0.0,426,182,0.0,456,187,,,,1,,Matt,Crooks,Crooks,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
291,i,0.0,,4.5,462,245,0,0,0,0,0.0,581,253,0,0,0.0,476,194,0,0,0.0,140,9,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,191,0.0,464,193,0.0,450,187,0.0,473,192,,,,1,,Eliot,Matazo,Matazo,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
292,a,,,5.0,261,160,0,0,0,0,0.0,544,228,0,0,0.0,508,206,0,0,0.0,238,47,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508,206,0.0,504,206,0.0,500,205,0.0,508,206,,,,1,,Abdülkadir,Ömür,Ömür,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
293,u,0.0,,5.0,332,194,0,0,0,0,0.0,562,239,0,0,0.0,535,222,0,0,0.0,309,81,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,222,0.0,534,222,0.0,530,221,0.0,535,222,,,,1,,Abu,Kamara,Kamara,Has joined Portsmouth permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
294,i,0.0,,4.5,496,252,0,0,0,0,0.2,345,121,0,0,0.0,491,198,0,0,0.0,174,16,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,195,0.0,482,197,0.0,472,193,0.0,488,196,,,,1,,Óscar,Zambrano,Zambrano,Thigh injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
295,a,,,5.5,120,30,0,0,0,0,1.5,159,25,0,0,0.0,560,64,0,0,0.0,379,26,0.0,0.0,0,0,0,0,0,1.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,64,0.0,560,64,0.0,559,64,0.0,560,64,,,1.0,1,,Oli,McBurnie,McBurnie,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
296,a,,,5.0,266,164,0,0,0,0,0.0,520,219,0,0,0.0,509,207,0,0,0.0,243,51,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,207,0.0,505,207,0.0,501,206,0.0,509,207,,,,1,,David,Akintola,Akintola,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
297,i,0.0,,4.5,464,246,0,0,0,0,0.1,478,198,0,0,0.0,477,195,0,0,0.0,142,10,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,192,0.0,465,194,0.0,451,188,0.0,474,193,,,,1,,Darko,Gyabi,Gyabi,Thigh injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
298,u,0.0,,4.5,482,61,0,0,0,0,1.4,163,26,0,0,0.0,484,49,0,0,0.0,160,3,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479,47,0.0,473,47,0.0,461,47,0.0,481,48,,,,1,,Enis,Destan,Destan,Has joined Konyaspor permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
299,u,0.0,,4.5,489,62,0,0,0,0,0.2,368,59,0,0,0.0,486,50,0,0,0.0,167,4,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,48,0.0,477,48,0.0,467,48,0.0,483,49,,,,1,,Mason,Burstow,Burstow,Has joined Sheffield Wednesday on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
340,i,0.0,,5.0,312,184,0,0,0,0,0.0,526,222,0,0,0.0,527,217,0,0,0.0,289,71,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,217,0.0,525,217,0.0,522,216,0.0,527,217,,,,1,,Joe,Gelhardt,Gelhardt,Ankle injury - Expected back 5 Sep,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
556,a,,,4.0,539,153,0,0,0,0,2.8,107,41,0,0,0.0,412,139,0,0,0.0,17,8,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,138,0.0,391,137,0.0,372,133,0.0,408,138,,,,1,,Matt,Targett,Targett,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
563,d,50.0,,5.0,304,180,0,0,0,0,0.0,494,207,0,0,0.0,523,215,0,0,0.0,281,67,0.0,0.0,0,0,0,0,0,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523,215,0.0,520,215,0.0,517,214,0.0,523,215,,,,1,,Hidemasa,Morita,Morita,Calf injury - 50% chance of playing,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
572,a,,,4.5,468,39,0,0,0,0,0.5,265,35,0,0,0.0,479,59,0,0,0.0,146,39,0.0,0.0,0,0,0,0,0,1.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,59,0.0,467,50,0.0,453,43,0.0,476,59,,,,1,,Konstantinos,Tzolakis,Tzolakis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
574,a,,,5.0,370,220,0,0,0,0,0.1,462,188,0,0,0.0,548,231,0,0,0.0,347,107,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548,231,0.0,548,231,0.0,546,231,0.0,548,231,,,,1,,Jens,Hjertø-Dahl,Hjertø-Dahl,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
576,a,,,5.0,379,227,0,0,0,0,0.1,469,193,0,0,0.0,552,233,0,0,0.0,356,114,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552,233,0.0,552,233,0.0,550,233,0.0,552,233,,,,1,,Elliot,Stroud,Stroud,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
585,a,,,4.0,586,189,0,0,0,0,0.4,276,101,0,0,0.0,453,169,0,0,0.0,64,44,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,169,0.0,434,169,0.0,416,166,0.0,450,169,,,,1,,Lucas,Herrington,Herrington,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
586,a,,,4.0,588,191,0,0,0,0,0.6,231,88,0,0,0.0,454,170,0,0,0.0,66,46,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,170,0.0,435,170,0.0,417,167,0.0,451,170,,,,1,,Nobel,Mendy,Mendy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
26,a,,,7.5,14,5,0,0,0,0,4.5,78,12,0,0,3.0,177,17,0,0,0.0,572,63,0.0,4.8,0,0,0,0,0,2.3,,0.0,0.0,0.0,0.0,0.52,0.1,0.62,1.04,0.0,274,27,0.0,211,23,0.0,145,32,0.0,245,27,,,,1,,Kai,Havertz,Havertz,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.62,0.62,1.09,4.99,0,0,0
30,u,0.0,,4.5,400,82,0,0,0,0,0.4,279,103,0,0,3.1,154,61,0,0,0.0,78,54,0.0,21.6,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.03,0.16,0.19,1.36,0.0,153,63,0.0,60,11,0.0,206,56,0.0,134,43,,,,1,,Lucas,Digne,Digne,Has joined Paris Saint-Germain permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.34,1.12,1.03,5.52,0,0,0
589,a,,,5.0,319,187,0,0,0,0,0.0,577,249,0,0,0.0,530,220,0,0,0.0,296,74,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,220,0.0,529,220,0.0,525,219,0.0,530,220,,,,1,,Lucas,Gourna-Douath,Gourna-Douath,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
259,a,,,4.0,549,161,0,0,0,0,18.1,21,7,0,0,2.4,242,98,0,0,0.0,27,16,0.0,7.8,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.09,0.01,0.1,1.38,0.0,255,96,0.0,345,119,0.0,297,100,0.0,306,105,,,,1,,Issa,Diop,Diop,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.11,1.44,0.89,6.76,0,0,0
267,a,,,5.0,265,163,0,0,0,0,0.1,419,167,0,0,2.6,223,86,0,0,0.0,242,50,0.0,13.4,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.12,0.1,0.22,1.44,0.0,194,83,0.0,63,49,0.0,176,95,0.0,144,76,4.0,,,1,,Saša,Lukić,Lukić,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.31,1.14,1.04,9.52,0,0,0
303,a,,,4.0,543,156,0,0,0,0,0.6,233,89,0,0,0.0,416,142,0,0,0.0,21,11,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,141,0.0,395,140,0.0,376,136,0.0,412,141,,,,1,,Cédric,Kipré,Kipré,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
304,a,,,4.0,548,160,0,0,0,0,3.1,101,39,0,0,0.0,421,146,0,0,0.0,26,15,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,145,0.0,400,144,0.0,381,140,0.0,417,145,,,,1,,Dara,O'Shea,O'Shea,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
305,a,,,4.0,562,170,0,0,0,0,5.2,67,26,0,0,0.0,434,155,0,0,0.0,40,25,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,154,0.0,413,153,0.0,394,149,0.0,430,154,2.0,2.0,,1,,Leif,Davis,Davis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
306,a,,,4.0,560,168,0,0,0,0,1.0,193,70,0,0,0.0,432,153,0,0,0.0,38,23,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,152,0.0,411,151,0.0,392,147,0.0,428,152,,,,1,,Jacob,Greaves,Greaves,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
307,a,,,4.0,551,163,0,0,0,0,0.1,414,147,0,0,0.0,423,148,0,0,0.0,29,18,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,147,0.0,402,146,0.0,383,142,0.0,419,147,,,,1,,Ben,Johnson,Johnson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
308,a,,,4.0,542,155,0,0,0,0,0.6,237,90,0,0,0.0,415,141,0,0,0.0,20,10,0.0,0.0,0,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,140,0.0,394,139,0.0,375,135,0.0,411,140,,,,1,,Darnell,Furlong,Furlong,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
309,a,,,5.0,343,199,0,0,0,0,0.1,394,149,0,0,0.0,539,225,0,0,0.0,320,86,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539,225,0.0,538,225,0.0,535,224,0.0,539,225,1.0,1.0,,1,,Marcelino,Núñez,Núñez,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
310,i,0.0,,5.0,289,173,0,0,0,0,0.0,574,246,0,0,0.0,519,212,0,0,0.0,266,60,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519,212,0.0,515,212,0.0,512,211,0.0,519,212,,,,1,,Azor,Matusiwa,Matusiwa,Muscular injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
311,u,0.0,,5.0,240,144,0,0,0,0,0.0,563,240,0,0,0.0,503,201,0,0,0.0,217,31,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503,201,0.0,499,201,0.0,493,200,0.0,503,201,,,,1,,Wes,Burns,Burns,Has joined Leicester City permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
312,i,0.0,,4.5,441,242,0,0,0,0,0.1,437,175,0,0,0.0,468,191,0,0,0.0,119,6,0.0,0.0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,188,0.0,455,190,0.0,440,184,0.0,465,189,,,,1,,Jack,Taylor,Taylor,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
313,a,,,5.5,164,103,0,0,0,0,0.3,322,109,0,0,0.0,568,245,0,0,0.0,423,154,0.0,0.0,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,245,0.0,568,245,0.0,567,245,0.0,568,245,3.0,3.0,1.0,1,,Jack,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
314,a,,,5.0,281,168,0,0,0,0,0.0,551,230,0,0,0.0,514,209,0,0,0.0,258,55,0.0,0.0,0,0,0,0,0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,209,0.0,510,209,0.0,507,208,0.0,514,209,,,,1,,Chiedozie,Ogbene,Ogbene,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
315,a,,,5.5,201,126,0,0,0,0,0.3,325,111,0,0,0.0,575,251,0,0,0.0,460,177,0.0,0.0,0,0,0,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,251,0.0,575,251,0.0,574,251,0.0,575,251,,,,1,,Abdul,Fatawu,Fatawu,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
